"","ncesID","nces_original_name","county_name","city","state","students"
"6408","0621000","Las Virgenes Unified","Los Angeles County","Calabasas","CA",10886
"6409","2200960","LaSalle Parish","LaSalle Parish","Jena","LA",2656
"6410","1700228","LaSalle Putnam Alliance","LaSalle County","Ottawa","IL",56
"6411","4826850","LASARA ISD","Willacy County","LASARA","TX",308
"6412","0691015","Lassen County Office of Education","Lassen County","Susanville","CA",11
"6413","0621060","Lassen Union High","Lassen County","Susanville","CA",765
"6414","0621090","Lassen View Union Elementary","Tehama County","Los Molinos","CA",383
"6415","4826910","LATEXO ISD","Houston County","LATEXO","TX",453
"6416","2917970","LATHROP R-II","Clinton County","LATHROP","MO",963
"6417","0621150","Laton Joint Unified","Fresno County","Laton","CA",661
"6418","0621180","Latrobe","El Dorado County","Shingle Springs","CA",147
"6419","4017190","LATTA","Pontotoc County","Ada","OK",911
"6420","2802430","LAUDERDALE CO SCHOOL DIST","Lauderdale County","Meridian","MS",6179
"6421","0102010","Lauderdale County","Lauderdale County","Florence","AL",8160
"6422","4702310","Lauderdale County","Lauderdale County","Ripley","TN",3896
"6423","2103210","Laurel County","Laurel County","London","KY",9388
"6424","3016200","Laurel Elem","Yellowstone County","Laurel","MT",1387
"6425","3016230","Laurel H S","Yellowstone County","Laurel","MT",641
"6426","4213320","Laurel Highlands SD","Fayette County","Uniontown","PA",2877
"6427","1000810","Laurel School District","Sussex County","Laurel","DE",2645
"6428","2802460","LAUREL SCHOOL DISTRICT","Jones County","Laurel","MS",3091
"6429","4213380","Laurel SD","Lawrence County","New Castle","PA",1049
"6430","3408280","Laurel Springs School District","Camden County","Laurel Springs","NJ",187
"6431","3100004","LAUREL-CONCORD-COLERIDGE SCHOOL","Cedar County","LAUREL","NE",449
"6432","4502610","Laurens 55","Laurens County","Laurens","SC",5678
"6433","4502640","Laurens 56","Laurens County","Clinton","SC",2902
"6434","3616800","LAURENS CENTRAL SCHOOL DISTRICT","Otsego County","LAURENS","NY",312
"6435","1301890","Laurens County","Laurens County","Dublin","GA",6598
"6436","1916420","Laurens-Marathon Comm School District","Pocahontas County","Laurens","IA",154
"6437","0508730","LAVACA SCHOOL DISTRICT","Sebastian County","LAVACA","AR",868
"6438","3408310","Lavallette Borough School District","Ocean County","Lavallette","NJ",152
"6439","0404290","Laveen Elementary District (4276)","Maricopa County","LAVEEN","AZ",7492
"6440","4017220","LAVERNE","Harper County","Laverne","OK",476
"6441","3016290","Lavina K-12 Schools","Golden Valley County","Lavina","MT",60
"6442","0621210","Lawndale Elementary","Los Angeles County","Lawndale","CA",5172
"6443","3408340","Lawnside School Distric","Camden County","Lawnside","NJ",313
"6444","2008400","Lawrence","Douglas County","Lawrence","KS",11802
"6445","2506660","Lawrence","Essex County","Lawrence","MA",13550
"6446","2802490","LAWRENCE CO SCHOOL DIST","Lawrence County","MONTICELLO","MS",2027
"6447","0102040","Lawrence County","Lawrence County","Moulton","AL",4658
"6448","2103240","Lawrence County","Lawrence County","Louisa","KY",2571
"6449","4702340","Lawrence County","Lawrence County","Lawrenceburg","TN",6970
"6450","1722150","Lawrence County CUD 20","Lawrence County","Lawrenceville","IL",1164
"6451","0500082","LAWRENCE COUNTY SCHOOL DISTRICT","Lawrence County","WALNUT RIDGE","AR",1002
"6452","2621210","Lawrence Public Schools","Van Buren County","LAWRENCE","MI",526
"6453","3408400","Lawrence Township Public School District","Mercer County","Lawrenceville","NJ",3880
"6454","3408370","Lawrence Township School District","Cumberland County","Cedarville","NJ",519
"6455","3616830","LAWRENCE UNION FREE SCHOOL DISTRICT","Nassau County","LAWRENCE","NY",2486
"6456","1805700","Lawrenceburg Community School Corp","Dearborn County","Lawrenceburg","IN",2086
"6457","2918220","LAWSON R-XIV","Ray County","LAWSON","MO",1126
"6458","4017250","LAWTON","Comanche County","Lawton","OK",13679
"6459","2621240","Lawton Community School District","Van Buren County","Lawton","MI",972
"6460","1916440","Lawton-Bronson Comm School District","Woodbury County","Lawton","IA",700
"6461","0642580","Laytonville Unified","Mendocino County","Laytonville","CA",372
"6462","4826970","LAZBUDDIE ISD","Parmer County","LAZBUDDIE","TX",161
"6463","4017280","LE FLORE","Le Flore County","LeFlore","OK",259
"6464","0621240","Le Grand Union Elementary","Merced County","Le Grand","CA",351
"6465","0621270","Le Grand Union High","Merced County","Le Grand","CA",527
"6466","1916530","Le Mars Comm School District","Plymouth County","Le Mars","IA",2283
"6467","3616950","LE ROY CENTRAL SCHOOL DISTRICT","Genesee County","LE ROY","NY",1258
"6468","2718070","LE SUEUR-HENDERSON SCHOOL DISTRICT","Le Sueur County","LE SUEUR","MN",982
"6469","4017310","LEACH","Delaware County","Rose","OK",148
"6470","0503420","LEAD HILL SCHOOL DISTRICT","Boone County","LEAD HILL","AR",361
"6471","4641300","Lead-Deadwood School District 40-1","Lawrence County","Lead","SD",782
"6472","2802520","LEAKE CO SCHOOL DIST","Leake County","Carthage","MS",2775
"6473","4827000","LEAKEY ISD","Real County","LEAKEY","TX",284
"6474","4827030","LEANDER ISD","Williamson County","LEANDER","TX",41381
"6475","4827060","LEARY ISD","Bowie County","HOOKS","TX",135
"6476","2008430","Leavenworth","Leavenworth County","Leavenworth","KS",3814
"6477","4702370","Lebanon","Wilson County","Lebanon","TN",3983
"6478","3408430","Lebanon Borough School District","Hunterdon County","Lebanon Borough","NJ",99
"6479","3904421","Lebanon City","Warren County","Lebanon","OH",5526
"6480","1805790","Lebanon Community School Corp","Boone County","Lebanon","IN",3381
"6481","4107380","Lebanon Community SD 9","Linn County","Lebanon","OR",4231
"6482","1722300","Lebanon CUSD 9","St. Clair County","Lebanon","IL",567
"6483","2918270","LEBANON R-III","Laclede County","LEBANON","MO",4575
"6484","0902130","Lebanon School District","New London County","Lebanon","CT",975
"6485","3304230","Lebanon School District","Grafton County","West Lebanon","NH",1661
"6486","4213440","Lebanon SD","Lebanon County","Lebanon","PA",5274
"6487","3408460","Lebanon Township School District","Hunterdon County","Califon","NJ",626
"6488","2012810","Lebo-Waverly","Coffey County","Waverly","KS",486
"6489","0902160","Ledyard School District","New London County","Ledyard","CT",2411
"6490","1201080","LEE","Lee County","FORT MYERS","FL",95613
"6491","2506690","Lee","Berkshire County","Lee","MA",713
"6492","4502670","Lee 01","Lee County","Bishopville","SC",1690
"6493","5102190","LEE CO PBLC SCHS","Lee County","Jonesville","VA",3192
"6494","1303270","Lee County","Lee County","Leesburg","GA",6632
"6495","0102070","Lee County","Lee County","Opelika","AL",9508
"6496","2103270","Lee County","Lee County","Beattyville","KY",890
"6497","0509360","LEE COUNTY SCHOOL DISTRICT","Lee County","MARIANNA","AR",644
"6498","2802550","LEE COUNTY SCHOOL DISTRICT","Lee County","Tupelo","MS",6720
"6499","3702560","Lee County Schools","Lee County","Sanford","NC",10119
"6500","1722360","Lee County Spec Educ Assoc","Lee County","Dixon","IL",49
"6501","2918300","LEE'S SUMMIT R-VII","Jackson County","LEE'S SUMMIT","MO",18220
"6502","1700195","Lee/Ogle/Whiteside ROE","Whiteside County","Sterling","IL",92
"6503","4213470","Leechburg Area SD","Armstrong County","Leechburg","PA",715
"6504","4017370","LEEDEY","Dewey County","Leedey","OK",216
"6505","3810980","LEEDS 6","Benson County","Leeds","ND",133
"6506","0100011","Leeds City","Jefferson County","Leeds","AL",2076
"6507","2918330","LEESVILLE R-IX","Henry County","CLINTON","MO",101
"6508","2918360","LEETON R-X","Johnson County","LEETON","MO",343
"6509","3910007","LEETONIA EXEMPTED VILLAGE SCHOOL DISTRICT","Columbiana County","Leetonia","OH",587
"6510","4827090","LEFORS ISD","Gray County","LEFORS","TX",170
"6511","4827120","LEGGETT ISD","Polk County","LEGGETT","TX",196
"6512","0609665","Leggett Valley Unified","Mendocino County","Leggett","CA",131
"6513","4213500","Lehighton Area SD","Carbon County","Lehighton","PA",2369
"6514","2506720","Leicester","Worcester County","Leicester","MA",1488
"6515","3172720","LEIGH COMMUNITY SCHOOLS","Colfax County","LEIGH","NE",246
"6516","3904935","Leipsic Local","Putnam County","Leipsic","OH",667
"6517","1722870","Leland CUSD 1","LaSalle County","Leland","IL",260
"6518","2621390","Leland Public School District","Leelanau County","Leland","MI",520
"6519","2802610","LELAND SCHOOL DIST","Washington County","Leland","MS",785
"6520","4641520","Lemmon School District 52-4","Perkins County","Lemmon","SD",249
"6521","0621330","Lemon Grove","San Diego County","Lemon Grove","CA",3421
"6522","1722500","Lemont Twp HSD 210","Cook County","Lemont","IL",1380
"6523","1707290","Lemont-Bromberek CSD 113A","Cook County","Lemont","IL",2346
"6524","0621360","Lemoore Union Elementary","Kings County","Lemoore","CA",3382
"6525","0621400","Lemoore Union High","Kings County","Lemoore","CA",1983
"6526","3303303","Lempster School District","Sullivan County","Lempster","NH",106
"6527","5507860","Lena School District","Oconto County","Lena","WI",420
"6528","1722530","Lena Winslow CUSD 202","Stephenson County","Lena","IL",864
"6529","3408490","Lenape Regional High School District","Burlington County","Shamong","NJ",6925
"6530","3408500","Lenape Valley Regional High School District","Sussex County","Stanhope","NJ",656
"6531","0621420","Lennox","Los Angeles County","Lennox","CA",4944
"6532","4641550","Lennox School District 41-4","Lincoln County","Lennox","SD",1194
"6533","4702400","Lenoir City","Loudon County","Lenoir City","TN",2435
"6534","3702610","Lenoir County Public Schools","Lenoir County","Kinston","NC",8612
"6535","2506750","Lenox","Berkshire County","Lenox","MA",776
"6536","1916620","Lenox Comm School District","Taylor County","Lenox","IA",508
"6537","4641640","Leola School District 44-2","McPherson County","Leola","SD",234
"6538","2506780","Leominster","Worcester County","Leominster","MA",6078
"6539","1201110","LEON","Leon County","TALLAHASSEE","FL",33840
"6540","4827180","LEON ISD","Leon County","JEWETT","TX",705
"6541","4827210","LEONARD ISD","Fannin County","LEONARD","TX",861
"6542","3408520","Leonia Public School District","Bergen County","Leonia","NJ",2045
"6543","2918420","LEOPOLD R-III","Bollinger County","LEOPOLD","MO",191
"6544","2008610","Leoti","Wichita County","Leoti","KS",406
"6545","1722620","LeRoy CUSD 2","McLean County","Le Roy","IL",782
"6546","2008670","LeRoy-Gridley","Coffey County","LeRoy","KS",200
"6547","2718060","LEROY-OSTRANDER PUBLIC SCHOOLS","Mower County","LEROY","MN",267
"6548","2621420","Les Cheneaux Community Schools","Mackinac County","Cedarville","MI",206
"6549","2103330","Leslie County","Leslie County","Hyden","KY",1767
"6550","2621450","Leslie Public Schools","Ingham County","LESLIE","MI",1212
"6551","2702640","LESTER PRAIRIE PUBLIC SCHOOL DIST.","McLeod County","LESTER PRAIRIE","MN",478
"6552","2918450","LESTERVILLE R-IV","Reynolds County","LESTERVILLE","MO",236
"6553","2103360","Letcher County","Letcher County","Whitesburg","KY",2993
"6554","3617130","LETCHWORTH CENTRAL SCHOOL DISTRICT","Wyoming County","GAINESVILLE","NY",942
"6555","5900110","Leupp School Inc.","Coconino County","Winslow","AZ",113
"6556","4827240","LEVELLAND ISD","Hockley County","LEVELLAND","TX",2898
"6557","2506810","Leverett","Franklin County","Erving","MA",142
"6558","4827270","LEVERETTS CHAPEL ISD","Rusk County","LAIRD HILL","TX",237
"6559","3617160","LEVITTOWN UNION FREE SCHOOL DISTRICT","Nassau County","LEVITTOWN","NY",7170
"6560","1201140","LEVY","Levy County","BRONSON","FL",5493
"6561","2008700","Lewis","Edwards County","Lewis","KS",126
"6562","3800058","LEWIS AND CLARK 161","Ward County","Berthold","ND",423
"6563","1810680","Lewis Cass Schools","Cass County","Walton","IN",1376
"6564","1916680","Lewis Central Comm School District","Pottawattamie County","Council Bluffs","IA",3017
"6565","2918460","LEWIS CO. C-1","Lewis County","LEWISTOWN","MO",877
"6566","2103390","Lewis County","Lewis County","Vanceburg","KY",2259
"6567","4702430","Lewis County","Lewis County","Hohenwald","TN",1716
"6568","5400630","LEWIS COUNTY SCHOOLS","Lewis County","WESTON","WV",2578
"6569","0805820","Lewis-Palmer Consolidated School District No. 38 in the co","El Paso County","MONUMENT","CO",6756
"6570","4213590","Lewisburg Area SD","Union County","Lewisburg","PA",1951
"6571","3172780","LEWISTON CONSOLIDATED SCHOOLS","Pawnee County","LEWISTON","NE",179
"6572","0621480","Lewiston Elementary","Trinity County","Lewiston","CA",61
"6573","1601860","LEWISTON INDEPENDENT DISTRICT","Nez Perce County","LEWISTON","ID",4768
"6574","2307320","Lewiston Public Schools","Androscoggin County","Lewiston","ME",5449
"6575","2718090","Lewiston-Altura Public School Dist","Winona County","LEWISTON","MN",743
"6576","3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","Niagara County","YOUNGSTOWN","NY",1976
"6577","1700153","Lewistown CUSD 97","Fulton County","Lewistown","IL",627
"6578","3016490","Lewistown Elem","Fergus County","Lewistown","MT",849
"6579","4827300","LEWISVILLE ISD","Denton County","LEWISVILLE","TX",52189
"6580","2506840","Lexington","Middlesex County","Lexington","MA",7190
"6581","4017580","LEXINGTON","Cleveland County","Lexington","OK",1038
"6582","4702460","Lexington","Henderson County","Lexington","TN",872
"6583","4502700","Lexington 01","Lexington County","Lexington","SC",27288
"6584","4502730","Lexington 02","Lexington County","West Columbia","SC",9068
"6585","4502760","Lexington 03","Lexington County","Batesburg-Leesville","SC",2089
"6586","4502790","Lexington 04","Lexington County","Swansea","SC",3472
"6587","4502820","Lexington 05","Richland County","Irmo","SC",17494
"6588","5102220","LEXINGTON CITY PBLC SCHS","Lexington city","Lexington","VA",503
"6589","3702640","Lexington City Schools","Davidson County","Lexington","NC",3131
"6590","1722710","Lexington CUSD 7","McLean County","Lexington","IL",499
"6591","4827330","LEXINGTON ISD","Lee County","LEXINGTON","TX",1054
"6592","3904943","Lexington Local","Richland County","Lexington","OH",2452
"6593","3172810","LEXINGTON PUBLIC SCHOOLS","Dawson County","LEXINGTON","NE",3169
"6594","2918480","LEXINGTON R-V","Lafayette County","LEXINGTON","MO",1010
"6595","1722740","Leyden CHSD 212","Cook County","Franklin Park","IL",3396
"6596","3100072","LEYTON PUBLIC SCHOOLS","Cheyenne County","DALTON","NE",167
"6597","3016530","Libby K-12 Schools","Lincoln County","Libby","MT",1194
"6598","2008730","Liberal","Seward County","Liberal","KS",4768
"6599","2918510","LIBERAL R-II","Barton County","LIBERAL","MO",363
"6600","1201170","LIBERTY","Liberty County","BRISTOL","FL",1304
"6601","4017700","LIBERTY","Sequoyah County","Roland","OK",335
"6602","4017760","LIBERTY","Tulsa County","Mounds","OK",504
"6603","2918540","LIBERTY 53","Clay County","LIBERTY","MO",12583
"6604","3904758","Liberty Center Local","Henry County","Liberty Center","OH",1024
"6605","3617220","LIBERTY CENTRAL SCHOOL DISTRICT","Sullivan County","LIBERTY","NY",1824
"6606","1303300","Liberty County","Liberty County","Hinesville","GA",10092
"6607","1722770","Liberty CUSD 2","Adams County","Liberty","IL",651
"6608","3000093","Liberty Elem","Liberty County","Galata","MT",78
"6609","0621540","Liberty Elementary","Sonoma County","Petaluma","CA",208
"6610","0621570","Liberty Elementary","Tulare County","Tulare","CA",662
"6611","0404320","Liberty Elementary District (4266)","Maricopa County","BUCKEYE","AZ",3804
"6612","4827420","LIBERTY HILL ISD","Williamson County","LIBERTY HILL","TX",4878
"6613","4827450","LIBERTY ISD","Liberty County","LIBERTY","TX",2266
"6614","0800019","Liberty J-4 School District","Yuma County","JOES","CO",68
"6615","3905019","Liberty Local","Trumbull County","Youngstown","OH",1275
"6616","5304380","Liberty School District","Spokane County","SPANGLE","WA",558
"6617","0621600","Liberty Union High","Contra Costa County","Brentwood","CA",8304
"6618","3904688","Liberty Union-Thurston Local","Fairfield County","Baltimore","OH",1225
"6619","3904744","Liberty-Benton Local","Hancock County","Findlay","OH",1553
"6620","4827390","LIBERTY-EYLAU ISD","Bowie County","TEXARKANA","TX",2436
"6621","1805880","Liberty-Perry Community Sch Corp","Delaware County","Selma","IN",1204
"6622","1722800","Libertyville SD 70","Lake County","Libertyville","IL",2247
"6623","1722860","Lick Creek CCSD 16","Union County","Buncombe","IL",154
"6624","3904800","Licking Heights Local","Licking County","Pataskala","OH",4687
"6625","2918600","LICKING R-VIII","Texas County","LICKING","MO",856
"6626","3904801","Licking Valley Local","Licking County","Newark","OH",1971
"6627","3811140","LIDGERWOOD 28","Richland County","Lidgerwood","ND",178
"6628","4213710","Ligonier Valley SD","Westmoreland County","Ligonier","PA",1514
"6629","3904422","Lima City","Allen County","Lima","OH",3616
"6630","3016710","Lima K-12 Schools","Beaverhead County","Lima","MT",60
"6631","1722950","Limestone CHSD 310","Peoria County","Peoria","IL",950
"6632","0102100","Limestone County","Limestone County","Athens","AL",11042
"6633","2314842","Limestone Public Schools","Aroostook County","Limestone","ME",136
"6634","1722920","Limestone Walters CCSD 316","Peoria County","Peoria","IL",192
"6635","0805280","Limon School District No. Re 4J","Lincoln County","LIMON","CO",450
"6636","2506900","Lincoln","Middlesex County","Lincoln","MA",1114
"6637","2008790","Lincoln","Lincoln County","Lincoln","KS",336
"6638","4400570","Lincoln","Providence County","Lincoln","RI",3211
"6639","1723050","Lincoln CHSD 404","Logan County","Lincoln","IL",809
"6640","2621570","Lincoln Consolidated School District","Washtenaw County","YPSILANTI","MI",3787
"6641","1303330","Lincoln County","Lincoln County","Lincolnton","GA",1117
"6642","2103480","Lincoln County","Lincoln County","Stanford","KY",3701
"6643","4702490","Lincoln County","Lincoln County","Fayetteville","TN",3945
"6644","3016770","Lincoln County H S","Lincoln County","Eureka","MT",275
"6645","3200270","LINCOLN COUNTY SCHOOL DISTRICT","Lincoln County","PANACA","NV",951
"6646","2802640","LINCOLN COUNTY SCHOOL DISTRICT","Lincoln County","Brookhaven","MS",2950
"6647","5604030","Lincoln County School District #1","Lincoln County","Diamondville","WY",626
"6648","5604060","Lincoln County School District #2","Lincoln County","Afton","WY",2984
"6649","3702680","Lincoln County Schools","Lincoln County","Lincolnton","NC",11571
"6650","5400660","LINCOLN COUNTY SCHOOLS","Lincoln County","HAMLIN","WV",3312
"6651","4107500","Lincoln County SD","Lincoln County","Newport","OR",5625
"6652","0621660","Lincoln Elementary","Marin County","Petaluma","CA",7
"6653","1708100","Lincoln ESD 156","Cook County","Calumet City","IL",918
"6654","1722980","Lincoln ESD 27","Logan County","Lincoln","IL",1117
"6655","3016810","Lincoln K-12 Schools","Lewis and Clark County","Lincoln","MT",131
"6656","2200990","Lincoln Parish","Lincoln Parish","Ruston","LA",5467
"6657","3408580","Lincoln Park School District","Morris County","Lincoln Park","NJ",917
"6658","2621600","Lincoln Park School District of the City of","Wayne County","LINCOLN PARK","MI",4904
"6659","3172840","LINCOLN PUBLIC SCHOOLS","Lancaster County","LINCOLN","NE",42258
"6660","2918670","LINCOLN R-II","Benton County","LINCOLN","MO",486
"6661","0508940","LINCOLN SCHOOL DISTRICT","Washington County","LINCOLN","AR",1105
"6662","0621690","Lincoln Unified","San Joaquin County","Stockton","CA",9389
"6663","1723070","Lincoln Way CHSD 210","Will County","New Lenox","IL",6677
"6664","2506930","Lincoln-Sudbury","Middlesex County","Sudbury","MA",1512
"6665","1700097","Lincoln-Way Area Spec Ed JA Dist","Will County","Frankfort","IL",101
"6666","3304260","Lincoln-Woodstock School District","Grafton County","Lincoln","NH",274
"6667","1723090","Lincolnshire-Prairieview SD 103","Lake County","Lincolnshire","IL",1866
"6668","3910022","Lincolnview Local","Van Wert County","Van Wert","OH",857
"6669","2307450","Lincolnville Public Schools","Knox County","Hope","ME",224
"6670","1723100","Lincolnwood SD 74","Cook County","Lincolnwood","IL",1252
"6671","5304410","Lind School District","Adams County","Lind","WA",211
"6672","4827510","LINDALE ISD","Smith County","LINDALE","TX",4237
"6673","2918690","LINDBERGH SCHOOLS","St. Louis County","St. Louis","MO",7236
"6674","0102130","Linden City","Marengo County","Linden","AL",486
"6675","2621690","Linden Community Schools","Genesee County","LINDEN","MI",2685
"6676","3408610","Linden Public School District","Union County","Linden","NJ",6354
"6677","0621810","Linden Unified","San Joaquin County","Linden","CA",2350
"6678","4827540","LINDEN-KILDARE CISD","Cass County","LINDEN","TX",656
"6679","3617380","LINDENHURST UNION FREE SCHOOL DISTRICT","Suffolk County","LINDENHURST","NY",5749
"6680","3408640","Lindenwold Public School District","Camden County","Lindenwold","NJ",3078
"6681","1713440","Lindop SD 92","Cook County","Broadview","IL",411
"6682","4017850","LINDSAY","Garvin County","Lindsay","OK",1224
"6683","3008400","Lindsay Elem","Dawson County","Lindsay","MT",5
"6684","4827570","LINDSAY ISD","Cooke County","LINDSAY","TX",512
"6685","0621870","Lindsay Unified","Tulare County","Lindsay","CA",4085
"6686","4214460","Line Mountain SD","Northumberland County","Herndon","PA",1119
"6687","4827600","LINGLEVILLE ISD","Erath County","LINGLEVILLE","TX",282
"6688","2906000","LINN CO. R-I","Linn County","PURDIN","MO",202
"6689","5508040","Linn J4 School District","Walworth County","Lake Geneva","WI",105
"6690","5508070","Linn J6 School District","Walworth County","Lake Geneva","WI",148
"6691","1917220","Linn-Mar Comm School District","Linn County","Marion","IA",7937
"6692","0621900","Linns Valley-Poso Flat Union","Kern County","Glennville","CA",17
"6693","3800017","LINTON 36","Emmons County","Linton","ND",264
"6694","1805910","Linton-Stockton School Corporation","Greene County","Linton","IN",1361
"6695","3408670","Linwood City School District","Atlantic County","Linwood","NJ",822
"6696","4827630","LIPAN ISD","Hood County","LIPAN","TX",441
"6697","3811430","LISBON 19","Ransom County","Lisbon","ND",604
"6698","1723160","Lisbon CCSD 90","Kendall County","Newark","IL",121
"6699","3617430","LISBON CENTRAL SCHOOL DISTRICT","St. Lawrence County","LISBON","NY",598
"6700","1917250","Lisbon Comm School District","Linn County","Lisbon","IA",698
"6701","3904545","Lisbon Exempted Village","Columbiana County","Lisbon","OH",848
"6702","2307530","Lisbon Public Schools","Androscoggin County","Lisbon","ME",1297
"6703","3304290","Lisbon Regional School District","Grafton County","Littleton","NH",344
"6704","0902190","Lisbon School District","New London County","Lisbon","CT",419
"6705","1723200","Lisle CUSD 202","DuPage County","Lisle","IL",1410
"6706","2621750","Litchfield Community Schools","Hillsdale County","LITCHFIELD","MI",288
"6707","1723250","Litchfield CUSD 12","Montgomery County","Litchfield","IL",1382
"6708","0404380","Litchfield Elementary District (4281)","Maricopa County","Litchfield Park","AZ",11859
"6709","2718210","LITCHFIELD PUBLIC SCHOOL DISTRICT","Meeker County","LITCHFIELD","MN",1574
"6710","3172910","LITCHFIELD PUBLIC SCHOOLS","Sherman County","LITCHFIELD","NE",120
"6711","0902220","Litchfield School District","Litchfield County","Litchfield","CT",882
"6712","3304350","Litchfield School District","Hillsborough County","Litchfield","NH",1296
"6713","3800057","LITCHVILLE-MARION 46","LaMoure County","Marion","ND",134
"6714","4017880","LITTLE AXE","Cleveland County","Norman","OK",1293
"6715","5508160","Little Chute Area School District","Outagamie County","Little Chute","WI",1611
"6716","4400600","Little Compton","Newport County","Little Compton","RI",237
"6717","4827690","LITTLE CYPRESS-MAURICEVILLE CISD","Orange County","ORANGE","TX",3217
"6718","3408700","Little Egg Harbor Township School District","Ocean County","Little Egg Harbor","NJ",1618
"6719","4827720","LITTLE ELM ISD","Denton County","LITTLE ELM","TX",8065
"6720","3617460","LITTLE FALLS CITY SCHOOL DISTRICT","Herkimer County","LITTLE FALLS","NY",1086
"6721","2718240","LITTLE FALLS PUBLIC SCHOOL DISTRICT","Morrison County","LITTLE FALLS","MN",2445
"6722","3408730","Little Falls Township Public School District","Passaic County","Little Falls","NJ",894
"6723","3408760","Little Ferry Public School District","Bergen County","Little Ferry","NJ",886
"6724","3617400","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","Suffolk County","WADING RIVER","NY",23
"6725","3811540","LITTLE HEART 4","Morton County","Saint Anthony","ND",21
"6726","0621930","Little Lake City Elementary","Los Angeles County","Santa Fe Springs","CA",4369
"6727","3905044","Little Miami Local","Warren County","Maineville","OH",4946
"6728","2008880","Little River","Rice County","Little River","KS",302
"6729","0509000","LITTLE ROCK SCHOOL DISTRICT","Pulaski County","LITTLE ROCK","AR",23237
"6730","0621960","Little Shasta Elementary","Siskiyou County","Montague","CA",25
"6731","3408790","Little Silver Boro School District","Monmouth County","LITTLE SILVER","NJ",835
"6732","5900159","Little Singer Community School","Navajo County","Winslow","AZ",70
"6733","5900173","Little Wound School","Oglala Lakota County","Kyle","SD",762
"6734","4827750","LITTLEFIELD ISD","Lamb County","LITTLEFIELD","TX",1296
"6735","0404410","Littlefield Unified District (4374)","Mohave County","BEAVER DAM","AZ",378
"6736","2718270","LITTLEFORK-BIG FALLS SCHOOL DIST.","Koochiching County","LITTLEFORK","MN",322
"6737","4213980","Littlestown Area SD","Adams County","Littlestown","PA",1901
"6738","2506960","Littleton","Middlesex County","Littleton","MA",1663
"6739","0404440","Littleton Elementary District (4278)","Maricopa County","CASHION","AZ",6206
"6740","3304380","Littleton School District","Grafton County","Littleton","NH",663
"6741","0805310","Littleton School District No. 6 in the county of Arapahoe","Arapahoe County","LITTLETON","CO",14988
"6742","0621990","Live Oak Elementary","Santa Cruz County","Santa Cruz","CA",1814
"6743","0622050","Live Oak Unified","Sutter County","Live Oak","CA",1887
"6744","0622110","Livermore Valley Joint Unified","Alameda County","Livermore","CA",13722
"6745","3617520","LIVERPOOL CENTRAL SCHOOL DISTRICT","Onondaga County","LIVERPOOL","NY",7202
"6746","3408820","Livingston Board of Education School District","Essex County","Livingston","NJ",6151
"6747","1700229","Livingston Co Spec Services Unit","Livingston County","Flanagan","IL",44
"6748","2908790","LIVINGSTON CO. R-III","Livingston County","CHULA","MO",61
"6749","2103510","Livingston County","Livingston County","Smithland","KY",1198
"6750","3016880","Livingston Elem","Park County","Livingston","MT",947
"6751","4827780","LIVINGSTON ISD","Polk County","LIVINGSTON","TX",3981
"6752","3617580","LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT","Sullivan County","LIVINGSTON MANOR","NY",462
"6753","2201020","Livingston Parish","Livingston Parish","Livingston","LA",25781
"6754","0622170","Livingston Union","Merced County","Livingston","CA",2494
"6755","3617640","LIVONIA CENTRAL SCHOOL DISTRICT","Livingston County","LIVONIA","NY",1511
"6756","2621840","Livonia Public Schools School District","Wayne County","LIVONIA","MI",13959
"6757","4827810","LLANO ISD","Llano County","LLANO","TX",1778
"6758","4827870","LOCKHART ISD","Caldwell County","LOCKHART","TX",6160
"6759","3904423","Lockland Local","Hamilton County","Cincinnati","OH",543
"6760","4827890","LOCKNEY ISD","Floyd County","LOCKNEY","TX",442
"6761","1723340","Lockport Area Spec Educ Coop","Will County","Lockport","IL",1
"6762","3617670","LOCKPORT CITY SCHOOL DISTRICT","Niagara County","LOCKPORT","NY",4512
"6763","1709210","Lockport SD 91","Will County","Lockport","IL",605
"6764","1723350","Lockport Twp HSD 205","Will County","Lockport","IL",3836
"6765","3000656","Lockwood K-12","Yellowstone County","Lockwood","MT",1268
"6766","2919140","LOCKWOOD R-I","Dade County","LOCKWOOD","MO",301
"6767","4018000","LOCUST GROVE","Mayes County","Locust Grove","OK",1339
"6768","3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","Nassau County","LOCUST VALLEY","NY",2044
"6769","3017010","Lodge Grass Elem","Big Horn County","Lodge Grass","MT",250
"6770","3017040","Lodge Grass H S","Big Horn County","Lodge Grass","MT",194
"6771","3408850","Lodi School District","Bergen County","Lodi","NJ",3248
"6772","5508190","Lodi School District","Columbia County","Lodi","WI",1516
"6773","0622230","Lodi Unified","San Joaquin County","Lodi","CA",28626
"6774","2008910","Logan","Phillips County","Logan","KS",135
"6775","4900510","Logan City District","Cache County","LOGAN","UT",5733
"6776","2103540","Logan County","Logan County","Russellville","KY",3547
"6777","5400690","LOGAN COUNTY SCHOOLS","Logan County","WEST LOGAN","WV",5507
"6778","3904908","Logan Elm Local","Pickaway County","Circleville","OH",1784
